ID,name,country,location,redemption_account,volume_required,start_date,end_date,redemption_purpose,supply_remaining,totalSealed_GiB,total_time_hours,initial_capacity_GiB,final_capacity_GiB,time_average_capacity_GiB,total_energy_upper_MWh
,f02417,CN,CN-HE,Tuokexun Windfarm Phase 1 and 2,68,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f02417,39532,0,1487.9916666666700,1814208,1814208,1814208.0000000000,45.313726023992200
,f02419,CN,CN-SH,Tuokexun Windfarm Phase 1 and 2,543,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f02419,38989,2381216,1487.9916666666700,2382208,4763232,3415866.757318310,361.65873569912500
,f02422,CN,CN-SN,Tuokexun Windfarm Phase 1 and 2,450,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f02422,38539,1068256,1487.9916666666700,6303424,7370464,7032468.342587040,299.62206801300500
,f02492,CN,HK,Tuokexun Windfarm Phase 1 and 2,36,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f02492,38503,69728,1487.9916666666700,570592,639040,628297.1690477660,23.785001483071600
,f02625,CN,CN-SH,Tuokexun Windfarm Phase 1 and 2,104,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f02625,38399,294848,1487.9916666666700,1230496,1525312,1394682.837426280,69.05230279519780
,f02723,CN,CN-AH,Tuokexun Windfarm Phase 1 and 2,216,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f02723,38183,407104,1487.9916666666700,3763200,4170304,3860379.5266774600,143.6656632289150
,f02838,CN,CN-SC,Tuokexun Windfarm Phase 1 and 2,208,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f02838,37975,0,1487.9916666666700,5543552,5543552,5543552.000000000,138.462070792188
,f03134,CN,CN-TJ,Tuokexun Windfarm Phase 1 and 2,45,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f03134,37930,0,1487.9916666666700,1192640,1192640,1192640,29.788735473139800
,f03144,CN,HK,Tuokexun Windfarm Phase 1 and 2,134,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f03144,37796,0,1487.9916666666700,3570176,3570176,3570176,89.17278345230110
,f03328,CN,CN-HA,Tuokexun Windfarm Phase 1 and 2,302,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f03328,37494,1112544,1487.9916666666700,2228928,3341472,2872641.8238453400,200.86112451048100
,f03358,CN,CN-NM,Tuokexun Windfarm Phase 1 and 2,5,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f03358,37489,0,1487.9916666666700,127872,127872,127872.00000000000,3.1938767628298000
,f03363,CN,CN-NM,Tuokexun Windfarm Phase 1 and 2,25,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f03363,37464,0,1487.9916666666700,667136,667136,667136,16.663148836705600
,f03364,CN,CN-NM,Tuokexun Windfarm Phase 1 and 2,76,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f03364,37388,185984,1487.9916666666700,1087104,1273088,1163470.4226614100,50.64360911379540
,f03482,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,91,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f03482,37297,0,1487.9916666666700,2427520,2427520,2427520.0000000000,60.63250531237960
,f04443,CN,CN-SH,Tuokexun Windfarm Phase 1 and 2,1,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f04443,37296,0,1487.9916666666700,16192,16192,16192.000000000000,0.4044298403383080
,f05664,CN,HK,Tuokexun Windfarm Phase 1 and 2,6,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f05664,37290,800,1487.9916666666700,142336,143136,142431.19659048300,3.650363857949480
,f07969,CN,CN-ZJ,Tuokexun Windfarm Phase 1 and 2,6,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f07969,37284,0,1487.9916666666700,142432,142432,142432,3.557543911750610
,f07998,CN,CN-HB,Tuokexun Windfarm Phase 1 and 2,5,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f07998,37279,12480,1487.9916666666700,46880,59328,51526.621363246900,2.735291805867990
,f08019,CN,CN-SD,Tuokexun Windfarm Phase 1 and 2,12,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f08019,37267,0,1487.9916666666700,318208,318208,318208,7.9479255579528400
,f08094,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,64,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f08094,37203,130400,1487.9916666666700,1009312,1139680,1086934.915361310,42.28144697469080
,f08148,CN,HK,Tuokexun Windfarm Phase 1 and 2,74,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f08148,37129,0,1487.9916666666700,1954496,1954496,1954496.0000000000,48.817718948978600
,f08157,CN,CN-BJ,Tuokexun Windfarm Phase 1 and 2,38,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f08157,37091,64032,1487.9916666666700,705536,769568,707519.5688147900,25.1027295085505
,f08242,CN,HK,Tuokexun Windfarm Phase 1 and 2,3,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f08242,37088,0,1487.9916666666700,54080,54080,54080,1.350763695991580
,f09002,CN,CN-SN,Tuokexun Windfarm Phase 1 and 2,301,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f09002,36787,0,1487.9916666666700,8010592,8010592,8010592.000000000,200.08167265163800
,f09620,CN,CN-SD,Tuokexun Windfarm Phase 1 and 2,81,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f09620,36706,0,1487.9916666666700,2155744,2155744,2155744,53.84431828867750
,f09693,CN,CN-XJ,Tuokexun Windfarm Phase 1 and 2,91,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f09693,36615,0,1487.9916666666700,2421696,2421696,2421696.0000000000,60.48703845281120
,f010399,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,21,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f010399,36594,9152,1487.9916666666700,507072,516224,511796.311941711,13.845297551174900
,f010400,CN,CN-LN,Tuokexun Windfarm Phase 1 and 2,267,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f010400,36327,834368,1487.9916666666700,2712960,3547296,3231799.8089147,177.54953420703200
,f010507,CN,CN-ZJ,Tuokexun Windfarm Phase 1 and 2,32,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f010507,36295,130432,1487.9916666666700,163200,293600,235017.2181519840,21.00669353817390
,f010528,CN,CN-CQ,Tuokexun Windfarm Phase 1 and 2,8,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f010528,36287,0,1487.9916666666700,189472,189472,189472,4.732468546725540
,f014251,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,184,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f014251,36103,0,1487.9916666666700,4897824,4897824,4897824,122.33363255466500
,f014394,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,1,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f014394,36102,0,1487.9916666666700,21920,21920,21920,0.5474988945291330
,f014522,CN,CN-SH,Tuokexun Windfarm Phase 1 and 2,86,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f014522,36016,300320,1487.9916666666700,623936,924256,877881.7187820280,56.77911492852450
,f014569,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,106,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f014569,35910,0,1487.9916666666700,2815232,2815232,2815232.0000000000,70.31644196364230
,f015233,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,44,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f015233,35866,0,1487.9916666666700,1161792,1161792,1161792.0000000000,29.018240678503200
,f015685,CN,CN-SH,Tuokexun Windfarm Phase 1 and 2,1,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f015685,35865,0,1487.9916666666700,12064,12064,12064,0.3013242091058150
,f016276,CN,CN-BJ,Tuokexun Windfarm Phase 1 and 2,1,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f016276,35864,0,1487.9916666666700,4864,4864,4864,0.12148880579332600
,f017665,CN,CN-LN,Tuokexun Windfarm Phase 1 and 2,158,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f017665,35706,601760,1487.9916666666700,1065696,1667264,1417047.9987007000,105.2280631592140
,f019002,CN,CN-FJ,Tuokexun Windfarm Phase 1 and 2,555,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f019002,35151,1340768,1487.9916666666700,7674368,9014496,8581159.549683780,369.9289661534430
,f019362,CN,CN-HB,Tuokexun Windfarm Phase 1 and 2,14,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f019362,35137,46240,1487.9916666666700,108160,154336,137748.98237557300,8.806728283437100
,f019638,CN,CN-NM,Tuokexun Windfarm Phase 1 and 2,2,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f019638,35135,0,1487.9916666666700,36032,36032,36032,0.8999762850216100
,f020436,CN,CN-BJ,Tuokexun Windfarm Phase 1 and 2,1,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f020436,35134,0,1487.9916666666700,13312,13312,13312.000000000000,0.33249567901331300
,f020523,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,1,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f020523,35133,0,1487.9916666666700,22016,22016,22016,0.5498966999066320
,f020742,CN,CN-SH,Tuokexun Windfarm Phase 1 and 2,189,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f020742,34944,0,1487.9916666666700,5029056,5029056,5029056,125.61143250570700
,f021444,CN,CN-SH,Tuokexun Windfarm Phase 1 and 2,1,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f021444,34943,0,1487.9916666666700,25120,25120,25120,0.6274257404457940
,f021525,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,619,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f021525,34324,0,1487.9916666666700,16518752,16518752,16518752.000000000,412.59117057485800
,f021961,CN,CN-FJ,Tuokexun Windfarm Phase 1 and 2,305,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f021961,34019,296960,1487.9916666666700,6509376,6806336,6752536.7524683800,203.12126427706300
,f022111,CN,CN-FJ,Tuokexun Windfarm Phase 1 and 2,45,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f022111,33974,0,1487.9916666666700,1181696,1181696,1181696,29.515385660104800
,f022227,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,28,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f022227,33946,0,1487.9916666666700,743936,743936,743936.0000000000,18.581393138705500
,f022289,CN,CN-SC,Tuokexun Windfarm Phase 1 and 2,167,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f022289,33779,680064,1487.9916666666700,949504,1629536,1294356.1411522300,111.25075201556800
,f022308,CN,CN-AH,Tuokexun Windfarm Phase 1 and 2,24,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f022308,33755,0,1487.9916666666700,626336,626336,626336,15.64408155126820
,f022399,CN,CN-BJ,Tuokexun Windfarm Phase 1 and 2,12,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f022399,33743,33184,1487.9916666666700,124480,157632,151086.8042047730,7.624719904568690
,f022566,CN,CN-XX,Tuokexun Windfarm Phase 1 and 2,3,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f022566,33740,0,1487.9916666666700,78080,78080,78080.00000000000,1.950215040366550
,f022687,CN,CN-SC,Tuokexun Windfarm Phase 1 and 2,2,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f022687,33738,0,1487.9916666666700,35808,35808,35808,0.8943814058074440
,f022748,CN,CN-HA,Tuokexun Windfarm Phase 1 and 2,335,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f022748,33403,1289824,1487.9916666666700,2389152,3678624,2944672.723301560,223.23359722001600
,f022832,CN,CN-BJ,Tuokexun Windfarm Phase 1 and 2,89,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f022832,33314,224000,1487.9916666666700,1130464,1354464,1317637.5991353000,58.90602158472130
,f022853,CN,CN-FJ,Tuokexun Windfarm Phase 1 and 2,136,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f022853,33178,0,1487.9916666666700,3622688,3622688,3622688.0000000000,90.4843829937935
,f023198,CN,CN-SN,Tuokexun Windfarm Phase 1 and 2,350,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023198,32828,103232,1487.9916666666700,8809344,8912576,8839536.144355650,232.76640134430700
,f023200,CN,CN-SH,Tuokexun Windfarm Phase 1 and 2,111,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023200,32717,0,1487.9916666666700,2943808,2943808,2943808,73.52790263257370
,f023462,CN,CN-ZJ,Tuokexun Windfarm Phase 1 and 2,4,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023462,32713,9440,1487.9916666666700,44384,53792,46152.709546984500,2.2482748119169200
,f023534,CN,CN-ZJ,Tuokexun Windfarm Phase 1 and 2,5,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023534,32708,14080,1487.9916666666700,46368,60448,49665.30807184180,2.874481550557170
,f023565,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,685,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023565,32023,1305344,1487.9916666666700,10989152,12294400,12218181.10074540,456.66040447071400
,f023660,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,88,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023660,31935,95904,1487.9916666666700,1846880,1942752,1876861.072205820,58.00828130598910
,f023662,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,133,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023662,31802,10624,1487.9916666666700,3477792,3488416,3487965.092636050,88.35230553664160
,f023678,CN,CN-ZJ,Tuokexun Windfarm Phase 1 and 2,43,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023678,31759,0,1487.9916666666700,1144000,1144000,1144000.0000000000,28.573847415206600
,f023853,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,92,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023853,31667,100896,1487.9916666666700,1948832,2049728,1977320.3977172900,61.09678955975020
,f023854,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,77,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023854,31590,102208,1487.9916666666700,1527712,1629888,1556203.7966610400,50.73075915444460
,f023855,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,81,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023855,31509,75584,1487.9916666666700,1777376,1852928,1799215.6477578900,53.710784387757700
